"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TOP2A",1.4881973170794,10.9491152173913,10.7105634730099,4.70210492163198e-24,2.41267424902732e-23,43.4022255449309
"NMT2",1.00391844635434,8.13588391304348,10.7011503170515,5.10083236383488e-24,2.61565024758744e-23,43.3214994955461
"SVEP1",-1.81386139093623,8.57681956521739,-10.7010680436359,5.1044614446166e-24,2.61670481942145e-23,43.320794117074
"RSPO4",2.09039613373799,2.83959652173913,10.6948171653458,5.38782362033338e-24,2.76111441460879e-23,43.2672111907519
"LRFN4",1.09040612838235,8.33238282608696,10.6886287269726,5.68374423110983e-24,2.91007704632823e-23,43.2141820583168
"UNC13D",1.47130663334269,8.07299826086957,10.6873238228558,5.74817486983789e-24,2.94216025327907e-23,43.2030026080975
"PFN2",1.11925770319554,10.9138682608696,10.6870086466003,5.76384543906831e-24,2.94927392700174e-23,43.2003025350009
"F2R",-1.08963712988703,10.4801423913043,-10.6778788122205,6.23667607164939e-24,3.18827311312583e-23,43.122109272591
"MCART6",1.30206874601516,3.66551913043478,10.6767957305168,6.29526588791785e-24,3.21624882944283e-23,43.1128357963268
"RGS9BP",1.39724901430722,2.52187673913043,10.6723168028733,6.54341905874282e-24,3.34022340041801e-23,43.0744926976596
"SERPINA6",-4.2857326566525,3.99917913043478,-10.6723074500331,6.54394728687663e-24,3.34022340041801e-23,43.0744126402314
"MTTP",1.32048530259366,1.6640947826087,10.67138802112,6.59608198588173e-24,3.36580203143428e-23,43.0665428187728
"WNT10A",1.73321728341538,4.08438847826087,10.6600280622369,7.27531273749557e-24,3.7067116947926e-23,42.9693413719834
"ROBO2",-2.95985768789372,4.89641,-10.6535683546353,7.69208772234022e-24,3.91426115289729e-23,42.9140967788138
"OLFML1",-1.1481655045778,7.86023739130435,-10.6514889549633,7.83123134603928e-24,3.9838486578445e-23,42.8963176781499
"EHD2",-1.03087432353167,10.8083015217391,-10.6465603530357,8.17109914651379e-24,4.15547340458403e-23,42.8541859540005
"EFHD1",-1.53107987809544,12.0242145652174,-10.6463463769126,8.18618198126585e-24,4.16187192692526e-23,42.8523570646818
"BAG2",1.08577151564613,7.35452760869565,10.644096388291,8.34646451018897e-24,4.24206381947295e-23,42.8331273850157
"KIAA1683",-1.4099517864885,6.01647282608696,-10.6312438356969,9.32365973213646e-24,4.73005176654728e-23,42.7233293101595
"KLK10",3.1946071153503,5.42898869565217,10.6304686162778,9.38610840501373e-24,4.76028173908651e-23,42.7167092551466
"DDIT4",1.23055196756013,10.9193773913043,10.6246137781569,9.87136816074058e-24,5.0018138305336e-23,42.6667207865386
"MUC1",-2.16979521562828,12.575737826087,-10.6228002833791,1.00266702600804e-23,5.07586836409302e-23,42.6512405947874
"GPR158",2.27717763637756,4.04295847826087,10.6212761343228,1.01590694174486e-23,5.13976634558667e-23,42.6382315283041
"ARHGEF15",-1.05323403891766,7.90206586956522,-10.6160540037506,1.06260129643975e-23,5.36458906940456e-23,42.5936676658834
"FHL5",-1.56449566193161,4.64629956521739,-10.6054156861857,1.16442328105483e-23,5.87329596749084e-23,42.502925048222
"CHST6",1.88862492922905,5.24251369565217,10.6036960769279,1.18176860859593e-23,5.95897868092008e-23,42.4882623246671
"PABPC4L",1.12192837214048,5.41694391304348,10.60350161245,1.18374621479373e-23,5.96714238538856e-23,42.4866042603864
"ST14",1.12093096835072,11.3529839130435,10.6016766032195,1.20246660319519e-23,6.0560061371574e-23,42.4710445667751
"SLC1A2",-2.08493844074368,7.45531391304348,-10.5961320674445,1.26116400814689e-23,6.3497032059196e-23,42.4237828488421
"S1PR3",-1.13052116497922,9.60182565217391,-10.5947837593506,1.27586295413148e-23,6.4217663511034e-23,42.4122921174748
"LRRC70",-1.14355001147638,5.1429902173913,-10.5922952186779,1.30344084322323e-23,6.55462545519329e-23,42.3910862767569
"C19orf57",1.23592852770907,5.81839239130435,10.5850840107019,1.38674449710507e-23,6.96301401081119e-23,42.3296538172585
"ID4",1.87609122950194,8.02208173913044,10.5818910989398,1.42529837392774e-23,7.15443889657846e-23,42.3024614486415
"LRRC4C",-1.92047530539901,6.04224,-10.5716030218762,1.556915803682e-23,7.80568815102999e-23,42.2148772053604
"GADD45G",-1.35244202137156,7.02985152173913,-10.5673840453652,1.61431873887928e-23,8.08860699034966e-23,42.1789752996969
"TSNAXIP1",-1.25639270357808,4.23311108695652,-10.5628819302215,1.677894324571e-23,8.38716861671069e-23,42.1406736196643
"FAM49A",1.21393021346051,6.17969739130435,10.5628462326301,1.67840823157363e-23,8.38716861671069e-23,42.1403699626597
"MUC15",3.10956160006122,4.83585586956522,10.5624851972365,1.68361453849508e-23,8.41049111995139e-23,42.1372988963156
"ABCB4",-1.13107804442632,4.60866608695652,-10.5621266113922,1.6888014022703e-23,8.43133973410674e-23,42.1342487298375
"PIWIL4",1.30604694345975,4.710635,10.5576848545565,1.7543819081176e-23,8.74563060247957e-23,42.0964719427564
"KCNE1L",1.48988921986178,1.9175752173913,10.5569730849753,1.76512351358989e-23,8.79654245766273e-23,42.0904192999204
"C3orf52",-1.47388885006759,7.79005847826087,-10.5531988168703,1.82318380246708e-23,9.08044851034186e-23,42.0583283853992
"CLDN23",1.24164705057255,6.66499456521739,10.5502195391132,1.87035119147199e-23,9.31258043868761e-23,42.0330018620835
"RGAG4",-1.24076499196655,7.28289934782609,-10.548829300947,1.89277408120945e-23,9.42140613560432e-23,42.0211850883992
"GPR55",1.7523732141491,3.37602673913043,10.5482793212746,1.90171813951862e-23,9.4630950483223e-23,42.0165106227081
"LOC388152",1.00087680242789,7.88018456521739,10.5479484297094,1.90711948823711e-23,9.48713551099119e-23,42.013698333576
"BCL2L14",1.96834893269747,3.9800652173913,10.5451815336116,1.9528859019475e-23,9.71190119796962e-23,41.9901842425401
"LYPD1",1.35064066460943,5.57119847826087,10.5419369849833,2.00794454413238e-23,9.97974827191243e-23,41.9626156839719
"TEX9",-1.18442289918646,6.28871108695652,-10.5386827348364,2.06471657900868e-23,1.0258848574113e-22,41.9349698970149
"ZNF528",-1.11342048914846,8.00184260869565,-10.5368827847895,2.09679957525357e-23,1.0415147740961e-22,41.9196810454028
"LMOD1",-1.4105167070465,8.57558304347826,-10.5362287531619,2.10857954545252e-23,1.04705352540525e-22,41.9141260683782
"PLEKHB1",1.7421807094948,8.35220304347826,10.5338202444836,2.15252959452741e-23,1.06792165930042e-22,41.8936713661151
"APBA1",1.2266295631328,7.05317695652174,10.5312827732868,2.19981758075832e-23,1.0907319589934e-22,41.8721245177577
"LOC285593",-1.72223673458979,3.30402217391304,-10.5308750503602,2.20751149444045e-23,1.09422077055374e-22,41.8686626486111
"LOC100129534",-1.14130044120273,5.28058086956522,-10.5278454063222,2.26552575165129e-23,1.12264289778075e-22,41.8429412971962
"LCN2",3.06166243656119,5.9998247826087,10.5265496792719,2.29079751177466e-23,1.13449019630745e-22,41.8319420958312
"PKD1L1",-1.29305486725665,3.69125826086957,-10.5263253236789,2.29520168072972e-23,1.13633311417264e-22,41.8300376643523
"RMND1",-1.05407721302696,9.35364173913043,-10.5252250013306,2.31692342863959e-23,1.14674615861281e-22,41.8206979913572
"GPR39",-1.842564803244,6.55254891304348,-10.5228763874171,2.36397354467429e-23,1.16864289314855e-22,41.8007646621473
"RNFT2",1.16709899773024,6.24997043478261,10.5224679496561,2.37225217680478e-23,1.17238717618151e-22,41.7972984168551
"MYCT1",-1.06818096197496,7.46699326086957,-10.5211522779217,2.39911585257378e-23,1.184959566246e-22,41.7861334052086
"PKDREJ",1.19050627885033,3.07794152173913,10.5143650190629,2.542574881929e-23,1.25544350253111e-22,41.7285491596511
"ERO1LB",-1.30237474688226,8.12306391304348,-10.5064330777263,2.72105810277416e-23,1.34198004831541e-22,41.6612820738999
"GPR37",1.51254152661244,5.98028130434783,10.5063316286383,2.72341969133091e-23,1.34274677522211e-22,41.660421933058
"PDE4A",-1.16946834816761,8.74312130434783,-10.4944531883275,3.01448607919444e-23,1.48317706557645e-22,41.5597452249042
"DGAT2",1.84889996174544,8.99217217391304,10.4928153859001,3.0569707883985e-23,1.50363564643663e-22,41.5458693740816
"TANC2",-1.1842418275484,10.2705284782609,-10.4877002515526,3.193524733073e-23,1.5689474921268e-22,41.5025412997272
"C9orf150",-1.53595446430849,9.28433152173913,-10.4871939466954,3.20736626675779e-23,1.57481778338299e-22,41.4982533172353
"CCNE2",1.20671641886206,7.53885326086957,10.4844156257171,3.28438845927711e-23,1.61120943285292e-22,41.474725503796
"NXPH4",1.85270087220424,5.43958195652174,10.4838281547919,3.300908492687e-23,1.61883634890397e-22,41.4697510806684
"C1orf113",-1.29384286042183,7.46422347826087,-10.481080429207,3.37927867789841e-23,1.65629446834255e-22,41.4464869261434
"LOC100133669",1.53503260564638,3.09625326086956,10.4768221187874,3.50440023436574e-23,1.71660935825275e-22,41.4104405126951
"CDC25C",1.42718415750683,6.13566956521739,10.4683739050277,3.76641417762081e-23,1.84278541357278e-22,41.3389534013933
"DEFB1",2.45057617250263,4.34516717391304,10.4640895636875,3.90663425528836e-23,1.90970605193885e-22,41.3027137079452
"TUBA4A",1.28131827038332,9.28258282608696,10.4622223893484,3.96935496278034e-23,1.93979637534992e-22,41.2869228114857
"MYBL1",1.63595903700493,7.60241608695652,10.4588074876092,4.0866642807581e-23,1.99595226392177e-22,41.2580471027637
"CEACAM7",-1.89030772742344,2.46368934782609,-10.4544537062478,4.24123241510003e-23,2.07022902280037e-22,41.2212408372445
"AKAP12",-1.47484588253297,9.25694413043478,-10.4524000001815,4.31614521960562e-23,2.10494303793193e-22,41.2038823661856
"CDON",-1.20905854479611,9.14566130434783,-10.4507054495702,4.37894565011514e-23,2.13431914522308e-22,41.1895611545869
"MDFI",1.7675866032491,8.31260630434783,10.449075718778,4.44019979709931e-23,2.16227464511948e-22,41.1757891064287
"PERP",1.10088879396089,12.2275858695652,10.4456501263483,4.57174053473822e-23,2.22372880730909e-22,41.1468454357034
"GLRB",-1.74675057254343,7.24963891304348,-10.4422753669113,4.70511292730767e-23,2.28592931709196e-22,41.1183369860532
"LRRN4",1.65026501236899,1.75419608695652,10.434267936062,5.0372358719076e-23,2.44300801249031e-22,41.0507165462213
"HEPHL1",1.47164494912143,1.725405,10.4340490362405,5.04663483977261e-23,2.44685325564733e-22,41.0488684498766
"GLOD5",-1.41892525821836,2.85766760869565,-10.4207935596657,5.64947161096513e-23,2.73276766297848e-22,40.9370016102835
"HMGB3",1.2361642702303,10.1362773913043,10.4201881608666,5.67865019310559e-23,2.74608367373662e-22,40.9318945704146
"RBM11",-1.8299241513861,5.25152673913044,-10.4194961076627,5.71218867226184e-23,2.76149969513181e-22,40.9260567535127
"SYNM",1.97585439034966,9.7496902173913,10.4188233086945,5.74498263262408e-23,2.77574073771384e-22,40.9203815854695
"CLEC3B",-1.56123937160491,7.0735847826087,-10.4127121021565,6.05155356259311e-23,2.92131857503769e-22,40.868842944369
"AZGP1",-2.28103391140243,13.4732345652174,-10.4077419505359,6.31282110452726e-23,3.04567536037499e-22,40.8269411373783
"JAKMIP3",-1.74784554589275,4.73384543478261,-10.402231664194,6.61559383687428e-23,3.18713032558159e-22,40.7805000905524
"DCN",-1.56861754099615,13.2453973913043,-10.3963267612555,6.95607101390024e-23,3.34921937706308e-22,40.7307500894746
"HTR2B",-1.44329439698045,5.09292652173913,-10.3936308191743,7.11725180018583e-23,3.42385284634554e-22,40.7080420494886
"LHFP",-1.0578426334447,9.26909456521739,-10.3916284150226,7.23936405526667e-23,3.47957879490576e-22,40.6911780716313
"LRRN4CL",-1.76681327433629,4.94407847826087,-10.3803503204588,7.96702414434476e-23,3.82380391583204e-22,40.5962330990298
"CRIP2",-1.13668526178879,11.342657826087,-10.3771831959599,8.18412359010991e-23,3.92234494641212e-22,40.5695820670002
"AIM2",1.83219164775192,4.05606543478261,10.3769784739412,8.19835729282156e-23,3.92803528225024e-22,40.5678595255553
"C21orf15",-2.26316633597716,3.2340747826087,-10.3734685925847,8.44624825130482e-23,4.04447686048093e-22,40.5383304860339
"GCNT4",-1.5378433781337,4.6472997826087,-10.3696397602021,8.72516089886359e-23,4.17443005627056e-22,40.5061251461543
"CNTNAP2",-3.10233465609142,6.98249869565217,-10.3650742791885,9.0697131833242e-23,4.3355365518677e-22,40.467733306506
"NTSR1",1.60017789140804,1.60131282608696,10.3641168572777,9.14366511971212e-23,4.36963203882854e-22,40.4596835288321
"UNC5A",-2.38692166483896,5.33101695652174,-10.3637030071307,9.17581627260158e-23,4.38373766224778e-22,40.4562041173731
"MARVELD2",-1.0931571982352,8.7569897826087,-10.3618077974103,9.32449141001932e-23,4.44965692752284e-22,40.4402713985955
"LDB2",-1.03377682028003,7.8909202173913,-10.3521588002987,1.01193451885132e-22,4.82204764996735e-22,40.3591819409913
"FMOD",-1.50383715794038,11.0348295652174,-10.3514815573005,1.01775968332702e-22,4.84841715733229e-22,40.3534922052333
"PEAR1",-1.18141767616231,6.79837065217391,-10.3511792582584,1.02037058365116e-22,4.85946379849895e-22,40.3509525687095
"LOC440925",-2.09437538190815,3.20159282608696,-10.3507915429628,1.02372894672393e-22,4.87406285364413e-22,40.3476954114744
"EMCN",-1.24762371783429,8.11686347826087,-10.3476973935328,1.05092658978989e-22,5.00212198343929e-22,40.3217044928425
"COX7A1",-1.43495549718192,6.47886086956522,-10.3449917343246,1.07529673816896e-22,5.116653624001e-22,40.2989808626864
"NEURL3",1.59889282344241,3.99884239130435,10.3448246983138,1.07681950879282e-22,5.12243471306818e-22,40.297578122612
"ITIH5L",-2.40922823697433,5.85437130434783,-10.3435680120849,1.0883448625025e-22,5.17578122664805e-22,40.2870251369145
"CORO2A",-1.07066686644054,9.81169239130435,-10.3426035205216,1.09727344975749e-22,5.21675148684704e-22,40.2789263886152
"IPW",-1.37986709596798,7.60345195652174,-10.3411675133524,1.11070194590377e-22,5.27908608392993e-22,40.2668692375748
"CNTNAP3",1.93909267042413,4.84895673913043,10.3407628146489,1.1145157852397e-22,5.29418860016803e-22,40.2634714529779
"IL2RA",1.83960455229401,4.67948326086957,10.3360805723687,1.15959775903769e-22,5.50519449654411e-22,40.2241661285002
"ProSAPiP1",1.34449333605367,7.77725782608696,10.3356337066782,1.16399383133055e-22,5.52448869176849e-22,40.2204154709718
"CD82",1.17622740812528,9.79226673913043,10.3355241521806,1.16507410500205e-22,5.52803909530486e-22,40.2194959675948
"GAPT",-1.3923922853281,6.0328702173913,-10.3348205708021,1.17203561190046e-22,5.55948477252672e-22,40.2135908736525
"POPDC3",1.96425893244243,2.23717173913043,10.3330687819087,1.18954847155438e-22,5.64094800987883e-22,40.1988893583132
"LOC286002",1.77006491800771,1.96648369565217,10.3306036489214,1.21463370300047e-22,5.75826348089109e-22,40.1782038847558
"PLD1",1.09725833312081,8.13440326086956,10.3288057056263,1.23326023679059e-22,5.84157424998445e-22,40.1631188866362
"ACACB",-1.53537132182296,8.66068543478261,-10.3283141475275,1.23840192813949e-22,5.86260152261957e-22,40.1589949296682
"HSPB8",-2.06795541047156,8.70424173913043,-10.318812923054,1.34207375772897e-22,6.3461515568656e-22,40.0793078678351
"RIPK4",1.76723736451507,7.60407152173913,10.3166983750839,1.3662941184564e-22,6.45884492361209e-22,40.0615793131642
"KLHDC7B",2.25560299915841,6.35592086956522,10.3092783427481,1.45476927854723e-22,6.86149682398695e-22,39.9993870573025
"GPR63",1.35156276300019,3.04924891304348,10.308972579901,1.45853472660453e-22,6.87654892968538e-22,39.9968248536579
"GJA1",-1.66880618193875,11.740692173913,-10.3089521128117,1.45878712270369e-22,6.87654892968538e-22,39.9966533471026
"SDPR",-1.85578808752647,7.01023891304348,-10.3056101429306,1.50058677578444e-22,7.06958209203088e-22,39.9686517417296
"LOXL4",1.72006916681544,6.41665717391304,10.3051466925084,1.50647651117918e-22,7.09532101500753e-22,39.9647690438487
"ELOVL4",1.38715181964245,5.2426652173913,10.3024003083444,1.54185286537261e-22,7.2598844594794e-22,39.9417626080524
"GALNTL6",-1.42855426283442,1.71593565217391,-10.2910743039586,1.69667096318791e-22,7.97756564776684e-22,39.8469252739187
"BTNL9",-1.75729366759329,6.19294782608696,-10.2852319539207,1.78246957532488e-22,8.37151954089924e-22,39.7980303652375
"TM4SF1",1.46267410675576,12.1120243478261,10.2851026405194,1.78441657021837e-22,8.37829902043841e-22,39.79694833172
"DGKG",1.15789116574431,4.06086413043478,10.2834883958431,1.8088997464751e-22,8.48846355931916e-22,39.7834418107081
"SYCE1L",1.49763628063554,1.96031,10.2805293431892,1.85464888895046e-22,8.69334014426356e-22,39.7586866146949
"C9orf44",-1.02216401519982,1.50065304347826,-10.2804085464858,1.85654070743246e-22,8.69975707453567e-22,39.7576761339796
"IFNG",1.70091524317157,1.82756695652174,10.2798339433366,1.86556593781075e-22,8.73958817713143e-22,39.7528696029431
"NLRP12",-1.32038351483003,3.30524347826087,-10.2795566574366,1.86993680916739e-22,8.75759879103442e-22,39.750550178303
"TLL1",-1.65625315345185,6.01331043478261,-10.2764530286077,1.91955880659298e-22,8.98241241330348e-22,39.7245918020002
"DNAI1",-2.01765608630232,3.34978173913043,-10.2696443620262,2.03304586489394e-22,9.500107607929e-22,39.667662143681
"GRM4",-2.64896435439037,5.18207413043478,-10.2689264142724,2.04539421438694e-22,9.55512625699007e-22,39.6616605080179
"ONECUT2",2.50304144245239,3.75250869565217,10.2646682563968,2.12017825936411e-22,9.89614761173039e-22,39.6260701326439
"AQP9",2.30054301854073,4.78750630434783,10.2633283210076,2.14426781720872e-22,1.00057814016694e-21,39.614872649679
"FSCN2",-1.33426435694066,3.60094543478261,-10.2526579670685,2.34605603404969e-22,1.09351183211728e-21,39.5257360811559
"HELLS",1.11506613960369,7.09874608695652,10.2500956185211,2.39725531804131e-22,1.11706324537125e-21,39.5043397449432
"TECTA",-1.03105112340926,3.86092869565217,-10.2493559581635,2.41224003894736e-22,1.12373108197324e-21,39.4981639960875
"CADM2",-1.99086901889777,3.61990152173913,-10.2485793503052,2.42807337065096e-22,1.13079039707898e-21,39.4916800575583
"CCL14",-2.21341785213334,7.20571260869565,-10.2474550596184,2.4511781899841e-22,1.14091203024715e-21,39.4822938441567
"MDGA1",-1.26828556017445,6.7882797826087,-10.2469503280646,2.46162158693536e-22,1.14513232336048e-21,39.4780802705593
"IL27RA",1.25280396572391,8.37878456521739,10.2452567899272,2.49698644039966e-22,1.16093474066081e-21,39.4639433165917
"C1orf220",-1.16745157226289,3.81470260869565,-10.2429351870708,2.54628783038818e-22,1.18253501249398e-21,39.4445659246694
"PLEKHA6",-1.13697506056974,10.5534189130435,-10.2426980192318,2.55137840014334e-22,1.18456854292369e-21,39.4425865449965
"GSC",-1.66627087296933,4.43504869565217,-10.2415215917399,2.57677900117053e-22,1.1956944389146e-21,39.4327686215772
"CLEC4E",1.79077015123308,3.98524173913043,10.2370398080363,2.67586796628908e-22,1.24098224523551e-21,39.3953722080761
"MRPS30",-1.49949476167403,10.024492826087,-10.236360973968,2.69120285347001e-22,1.24705139186135e-21,39.3897088518899
"SHISA2",-2.63738632526588,8.0739747826087,-10.2325567404502,2.77876932373444e-22,1.28655318717143e-21,39.3579753790033
"MET",1.64740944122824,8.6696147826087,10.2317176738194,2.79846067928727e-22,1.29530975530849e-21,39.350977202141
"SMAGP",1.01441454438806,7.70522195652174,10.231302946148,2.80824467934409e-22,1.29947695951851e-21,39.3475183281662
"DYNC1I1",1.50835576241362,4.75118130434783,10.2292829707095,2.8563864210071e-22,1.32101917858694e-21,39.3306727739821
"EME1",1.09714105480606,5.8776297826087,10.227469985151,2.90029229997182e-22,1.34057955198698e-21,39.3155551909705
"HHEX",-1.12461670194589,7.2044902173913,-10.2228229823775,3.01591465713669e-22,1.39363565383934e-21,39.2768138528108
"TLE6",-1.70232770141033,5.24322065217391,-10.2222489304499,3.03051160515818e-22,1.39960347237947e-21,39.272028840524
"MMRN1",-2.22255026140625,6.05314586956522,-10.2172502283968,3.160619542965e-22,1.45847779242756e-21,39.2303692906455
"FAM3D",2.46143120807938,2.84021586956522,10.2159788842237,3.19458578375729e-22,1.4729262244866e-21,39.219775862294
"PPM1J",-1.38846808548622,7.42384717391304,-10.2041215746245,3.52934947021651e-22,1.62637427816125e-21,39.1210152809607
"P2RY2",-1.54326511948179,6.89510913043478,-10.2034065065848,3.55061622196044e-22,1.6357213159862e-21,39.1150617281163
"CASC5",1.33317720027544,7.12648173913044,10.201031674772,3.62216290992343e-22,1.66729711815009e-21,39.0952911111691
"PFKFB1",-1.66761196092934,3.15996565217391,-10.1962752226129,3.76979312968975e-22,1.73429244340717e-21,39.0557020947045
"PART1",2.60810519497081,4.18414434782609,10.1939836457293,3.84303603190703e-22,1.76749915895337e-21,39.0366329468227
"PTCH1",1.23654247532581,7.07397173913043,10.1937380642823,3.85096858720928e-22,1.77065811802051e-21,39.0345895237497
"RIMS3",1.28255353089695,6.73815543478261,10.1928389889451,3.88014867430584e-22,1.78259729266839e-21,39.0271088032424
"ZFPM2",-1.27652163168499,6.83042804347826,-10.18872824241,4.01638690141083e-22,1.84366008384762e-21,38.9929108081933
"TMC3",-2.13650595496163,2.12009782608696,-10.1801415376715,4.31647691986129e-22,1.97868253296121e-21,38.9215046767456
"UPK2",1.41433991226952,1.98470195652174,10.1798786340609,4.32600790206987e-22,1.98250541146909e-21,38.9193189983459
"BMPR1B",-3.54654710667926,9.05307434782609,-10.1775545069278,4.41117786137803e-22,2.02098016556527e-21,38.8999986611346
"MLF1IP",1.04492321542425,8.69338391304348,10.170041628182,4.69804703757795e-22,2.15063281170006e-21,38.8375636121303
"SLC16A12",-1.68171826273241,2.78682086956522,-10.165564803326,4.87771674311441e-22,2.23165264243673e-21,38.8003732648893
"KRT23",2.51894130983654,8.86225891304348,10.1624485288042,5.00679369471596e-22,2.28819135072984e-21,38.7744915422902
"MIR17HG",1.17606261508251,4.22895565217391,10.1620081936548,5.02530386266672e-22,2.29602021622115e-21,38.7708348138276
"RAPGEF6",-1.06275620616664,8.46943739130435,-10.1606060318546,5.08469969347298e-22,2.32251998076834e-21,38.7591913403544
"C1orf38",1.04050432786719,8.19127304347826,10.1598496500712,5.11702900835458e-22,2.33664551863392e-21,38.7529108106381
"TMEM213",2.54824015964909,2.779545,10.15772467172,5.20895102215193e-22,2.37731610007153e-21,38.7352678803358
"DPY19L2P4",-2.30431106577237,3.03310956521739,-10.1573635716902,5.22473358003371e-22,2.38386528027861e-21,38.7322700291477
"APCDD1L",1.83103329422867,5.34752065217391,10.1572977523189,5.22761545076436e-22,2.38452634596269e-21,38.7317236042308
"NOXA1",-1.32473295503814,6.397105,-10.1509841918545,5.51151528791007e-22,2.50920969605536e-21,38.6793195746068
"SPATA18",-1.5380673765015,7.50875282608696,-10.1473650405269,5.68110411299715e-22,2.58500334810699e-21,38.6492890841661
"ZNF474",-1.1782668383872,2.88212391304348,-10.1388927499271,6.09863342920954e-22,2.7742280006027e-21,38.5790154494848
"PDZRN4",-1.98882620693174,3.74428,-10.134985281105,6.30132992690255e-22,2.86095852615712e-21,38.5466173979454
"PTK7",1.26155106475225,11.2383791304348,10.1321802663236,6.45094772897198e-22,2.92808974932061e-21,38.5233650273502
"ITPRIPL2",-1.00470127515238,11.0308889130435,-10.1254904572743,6.82216477333595e-22,3.09489699640977e-21,38.4679258766525
"MOCOS",1.11512845885084,7.70915217391304,10.1242246950466,6.89475094888037e-22,3.1269734475162e-21,38.4574389890219
"DOK6",-1.25645508913316,5.23702717391304,-10.1236512002052,6.92789035551158e-22,3.14114701677691e-21,38.4526878369318
"CASQ1",-1.96730223916759,3.48410804347826,-10.1233398732352,6.94594655606745e-22,3.14847591100415e-21,38.4501087017721
"SLC38A4",-1.63759669480504,3.49306086956522,-10.1226779183665,6.98449372671547e-22,3.16508648182313e-21,38.4446250171386
