"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CSRP2",1.84759862028514,7.81037065217391,16.570075185942,1.02842953338792e-48,1.84606984202536e-47,99.8765012081425
"SLC6A14",4.44670745199054,5.07123413043478,16.5643051606617,1.09216228788082e-48,1.95625193437426e-47,99.8166055539847
"CCDC18",1.47897539976028,6.08544608695652,16.5475722752923,1.30017042005991e-48,2.32632642901042e-47,99.6429398458954
"FAM134B",-2.20308200504962,9.23767065217391,-16.5447261776436,1.33929561283338e-48,2.39375714259372e-47,99.6134054443605
"NEK11",-1.30819929611589,8.12911782608696,-16.5387347620551,1.42554424108143e-48,2.54517770081492e-47,99.5512357863981
"MYO10",1.54381157073271,10.3858184782609,16.5182863479488,1.76387524125344e-48,3.14249293516673e-47,99.3390967330877
"AXIN2",-1.65653310550612,7.54172869565217,-16.5142666226356,1.83927020097028e-48,3.27331081755567e-47,99.2974025316693
"RNF222",2.13460597281376,1.31744869565217,16.5094098202727,1.93467087812524e-48,3.43941489444487e-47,99.2470292795913
"SMOC2",-2.16043666318126,10.4991304347826,-16.5010834662598,2.10985967274411e-48,3.74685858638868e-47,99.1606797030281
"GPR3",1.75056862870114,3.72546413043478,16.4959020535763,2.22678469299397e-48,3.95028755772065e-47,99.1069507796504
"SRRM3",-2.08020196118437,5.91762326086956,-16.4924034687421,2.30937225114982e-48,4.08373584050298e-47,99.0706744656736
"MFGE8",1.94054298283645,11.219045,16.487551588698,2.42899141250886e-48,4.27708117504205e-47,99.0203692911892
"ST3GAL6",1.59325689219863,6.59964782608696,16.4774985568843,2.69689301166918e-48,4.73378688968091e-47,98.9161497036052
"IRS1",-1.87658500420801,10.0387482608696,-16.4674829050653,2.99312998985381e-48,5.2482279274149e-47,98.8123338663828
"CPA4",2.97912874703529,4.86864760869565,16.4550084785035,3.40791866950059e-48,5.96296179395266e-47,98.6830546662798
"TTC39A",-2.32052959883707,10.7255776086957,-16.4544984525355,3.42604813768852e-48,5.98838666083372e-47,98.6777695299797
"IGSF9B",-2.72481728596569,4.1010352173913,-16.4514443967562,3.53664084241354e-48,6.17520499661714e-47,98.6461228082869
"FBXO15",-2.41754204687461,4.51383130434783,-16.4301384685952,4.41395629983983e-48,7.69091443239108e-47,98.4253888996461
"ME2",1.07297116115376,9.47380565217391,16.4268641538735,4.56683190432408e-48,7.94896264518333e-47,98.3914728802473
"ZNF446",-1.10574281196604,7.9198952173913,-16.411883919921,5.33650693847691e-48,9.26925631067389e-47,98.2363269692489
"CCDC82",1.40287555277856,7.76060847826087,16.4090506872341,5.49602306305516e-48,9.53637369856495e-47,98.2069881482048
"IQCH",-1.60452317206907,5.74293847826087,-16.4061719223196,5.66297971700507e-48,9.81583150947545e-47,98.1771791820351
"OCEL1",-1.17830699548597,8.06283739130435,-16.4037138990382,5.80953706195588e-48,1.00593857139382e-46,98.1517279808507
"CPEB4",-1.27147148504247,9.97670608695652,-16.3818672109141,7.29033860526235e-48,1.25972206014087e-46,97.9255638141489
"TMEM74",2.01696639718448,1.69044826086957,16.3640249418012,8.77515289957292e-48,1.51416695830621e-46,97.7409133557007
"SMOX",1.60288011782409,7.35415847826087,16.3500581675415,1.01451645838199e-47,1.74216242182418e-46,97.5964075286459
"MCM4",1.41173798678943,10.8060186956522,16.3496432456125,1.01889775603537e-47,1.74788233612666e-46,97.5921150783863
"TRIM47",1.35231099946444,9.58785173913044,16.348005511376,1.03637636442448e-47,1.7760352939262e-46,97.5751726713133
"TMEM45B",-3.44500161689324,6.29448434782609,-16.3263642880353,1.29751036282122e-47,2.21669121533318e-46,97.3513357751849
"CHCHD5",-1.09002443702023,8.21577260869565,-16.3210840840874,1.37062096123546e-47,2.33919310717519e-46,97.2967341344752
"TBX3",-2.20151117288517,10.5392830434783,-16.3183081653599,1.41069193033886e-47,2.4026523767491e-46,97.2680307389976
"PBX1",-1.34652052485273,12.5289545652174,-16.3123158265797,1.50122522207004e-47,2.55162284936113e-46,97.2060735275819
"RBM47",-1.32742831603377,11.2123019565217,-16.3074808509779,1.57848407603991e-47,2.68020153319429e-46,97.1560871766495
"KIF23",1.73624250592947,8.65557543478261,16.3072005856529,1.58308228800448e-47,2.68526903898008e-46,97.1531897771797
"MPP7",-2.12109935732321,8.97792456521739,-16.3043983996388,1.62979852790801e-47,2.76169526521276e-46,97.1242213424728
"SLC24A1",-1.03382115987861,8.54295543478261,-16.2959624629434,1.77891096931165e-47,3.01129995212063e-46,97.0370203443985
"SLC16A10",2.25868933717581,3.82406260869565,16.2851910494422,1.98926611949313e-47,3.36396221832985e-46,96.9256954047857
"SMC4",1.11106765193441,10.8053154347826,16.2830327611987,2.034312461604e-47,3.4331601786096e-46,96.9033913872762
"BTRC",-1.17349492489353,9.94906847826087,-16.2797996889131,2.10370355965665e-47,3.54666942580412e-46,96.8699819001424
"MATN3",-2.77837746550714,8.30669043478261,-16.2786136305082,2.12974809591914e-47,3.58694416154803e-46,96.8577260152146
"HPGDS",-1.9502741246079,5.35978239130435,-16.2681774322328,2.37324915793942e-47,3.98897636243555e-46,96.7498960849067
"PDXK",1.09551362117774,11.22213,16.2556742281441,2.70184139674599e-47,4.5184563660154e-46,96.6207337044922
"ELF5",4.81883271785981,6.80558065217391,16.2402796114726,3.16945126041838e-47,5.29514748728532e-46,96.4617388095629
"FAM100B",1.04733768585347,9.14606521739131,16.2324624805883,3.43699672375303e-47,5.73637166331499e-46,96.3810194219032
"IFT46",-1.13610715615517,9.26098456521739,-16.2231429384673,3.78558139938008e-47,6.31183111079004e-46,96.2847999472317
"RDH10",2.12345094998854,9.12236434782609,16.2220873662854,3.82722521986089e-47,6.37487764349202e-46,96.2739026524056
"DLGAP5",2.08827929152535,7.80701282608696,16.2210993006577,3.86662015110142e-47,6.43405593143276e-46,96.2637024419145
"ZIC4",2.91901212669916,2.50043804347826,16.2207111462808,3.88220669622626e-47,6.45353840411638e-46,96.2596954097278
"GINS3",1.00092193262095,7.37470804347826,16.2123070177999,4.23549568081239e-47,7.03379721843495e-46,96.1729434968521
"FSD1",2.53775480349904,1.7633147826087,16.1970380394044,4.96151172093746e-47,8.22306325063739e-46,96.0153602302143
"RBM43",-1.14097570324654,8.07965891304348,-16.188382263667,5.42696452088716e-47,8.97660930691474e-46,95.9260464067885
"GSTP1",2.01602625283723,11.1251786956522,16.1858460991501,5.57142534261892e-47,9.20640692166622e-46,95.8998796975352
"LASS4",-1.64380928310934,10.1946013043478,-16.1831153319291,5.73126598153633e-47,9.46113749332981e-46,95.871706441013
"NUDT4",-1.02443914207749,9.79963565217391,-16.1635780877192,7.01652167208716e-47,1.15713499131348e-45,95.6701791734257
"MREG",-1.32287329575885,9.63697739130435,-16.153974343242,7.7500678737666e-47,1.27557991512835e-45,95.5711407603384
"E2F1",1.74733218994671,8.023425,16.144948066119,8.50915098697422e-47,1.39913312671197e-45,95.4780722377564
"PHYHD1",-3.11180757440516,7.73238173913043,-16.1447959976311,8.52255580216218e-47,1.39995388497511e-45,95.4765044063063
"CCDC67",2.29053634694348,2.34776543478261,16.1421944378142,8.75517621757826e-47,1.43674686647438e-45,95.4496828640959
"OTX1",2.67036226569077,4.32423130434783,16.1332766706516,9.60173927866249e-47,1.57368407859595e-45,95.3577515893275
"KCNE4",-3.24281496008775,9.07368652173913,-16.1295504199215,9.97924043529931e-47,1.63118429119234e-45,95.3193426592733
"ARHGAP32",-1.22431850246105,10.8680469565217,-16.1216761444163,1.08264194827409e-46,1.76792561523855e-45,95.2381853716042
"NOVA1",-3.59305513758897,6.85247173913043,-16.1214191877444,1.08552429240479e-46,1.7708945319231e-45,95.2355371977581
"MRPL15",1.06549580219837,9.88553847826087,16.1194447012066,1.10792971082759e-46,1.80214568799326e-45,95.2151886958665
"TBC1D1",1.09531399097193,10.2182841304348,16.1144911165962,1.16619348905604e-46,1.89506441971606e-45,95.1641414904454
"OGN",-3.68099394557651,7.62163739130435,-16.1011278035143,1.3390844159539e-46,2.17388923721687e-45,95.0264528890614
"GIPR",-2.22738899543497,3.28816586956522,-16.0989436079901,1.36968153063986e-46,2.2213938274705e-45,95.0039510988612
"PALM2",1.90532328428248,5.50230847826087,16.0837455012791,1.60280648706878e-46,2.59442606467164e-45,94.8474023124763
"VIPR1",-1.82794614776467,7.70029304347826,-16.0833344273096,1.60963409958041e-46,2.60294571593955e-45,94.8431685994253
"UPF0639",-3.16520937237002,3.2772997826087,-16.0768338403678,1.72154596166377e-46,2.78121600020244e-45,94.7762220898758
"OMD",-2.86685827191351,7.30169326086957,-16.0759581275941,1.73720407891848e-46,2.80379009439414e-45,94.7672041111906
"GNA14",-2.23668104103442,6.03553282608696,-16.0687031990971,1.87251555219851e-46,3.01924988261465e-45,94.6924990680107
"CISH",-1.72459167325496,9.69859065217391,-16.0589233576639,2.07171728163741e-46,3.33720963857178e-45,94.5918095874747
"POLI",-1.06532883119533,9.24949043478261,-16.0546518732622,2.1652315173015e-46,3.48447315743685e-45,94.5478374265842
"CPEB3",-1.09908263242458,7.33511891304348,-16.0307125880799,2.77291822919291e-46,4.44950427519479e-45,94.3014589381519
"ZNF91",-1.34487841422051,9.41034239130435,-16.0234099718735,2.99020057786479e-46,4.79353926933238e-45,94.2263224677656
"CYP39A1",2.67815528805694,5.23025,16.0073136464486,3.5310351093916e-46,5.64965617502657e-45,94.0607419115794
"TACC3",1.42093864476806,9.27248173913043,16.0028797465835,3.69647019961065e-46,5.90867090504527e-45,94.0151393165278
"GPM6B",1.92691714824923,7.51182804347826,15.9774428418385,4.80659030943003e-46,7.6610788073674e-45,93.7535905620406
"GPR161",1.72380809211702,6.76543760869565,15.9691326239206,5.23704308927799e-46,8.339176746946e-45,93.6681684876899
"SLC25A19",1.05499213741043,7.79086543478261,15.9626213922429,5.60102833262658e-46,8.91024010085146e-45,93.6012473604072
"STON2",-2.18818168116091,7.65015717391304,-15.9584493891874,5.84741386892674e-46,9.29331105816055e-45,93.5583724595186
"UPP1",1.37265469383592,7.00423826086957,15.958272582718,5.85809120365166e-46,9.30139672030188e-45,93.5565555231521
"KCTD6",-1.52140515926654,8.17113239130435,-15.956079306117,5.99217259611538e-46,9.50521944703144e-45,93.53401698571
"CHAC1",2.12805864680831,5.01509739130435,15.9434842823723,6.82363704479474e-46,1.07932814092571e-44,93.4046052733061
"CACNA1D",-3.00861090255287,8.04140369565217,-15.9332281350658,7.5850596356941e-46,1.19862670786277e-44,93.2992468078663
"ANKRD45",2.04981165489277,2.88390956521739,15.9258302592161,8.18640250158487e-46,1.28875816108205e-44,93.2232626649637
"MEX3A",2.35713553849686,9.26235391304348,15.9208453121594,8.61821955021277e-46,1.35417538541587e-44,93.172067634422
"SLC6A15",3.73458291550842,2.44272195652174,15.9113160099711,9.50797078205686e-46,1.49257201710779e-44,93.0742152992319
"GGH",2.03369860243301,8.65857326086956,15.9085043196889,9.78760955979238e-46,1.53502189514557e-44,93.0453464881839
"RAB6C",-1.3541136007753,6.6866452173913,-15.9023725650139,1.04262513934442e-45,1.63210558030961e-44,92.9823942962316
"XRCC2",1.53401988727654,6.09160304347826,15.8937268348264,1.13980245360451e-45,1.78087444394169e-44,92.8936441058771
"MMP17",-2.15311914003725,6.08318304347826,-15.8915694401035,1.16542929238109e-45,1.81920670030219e-44,92.8715001902407
"NPDC1",-1.54372837724109,10.2430647826087,-15.8844726809,1.25385662351423e-45,1.95357436472628e-44,92.7986638446089
"KIAA1524",1.57981147382113,7.37313282608696,15.8772642660392,1.35053366248639e-45,2.09830813667354e-44,92.724691225517
"ALDH6A1",-1.41455888398665,8.63482782608696,-15.8759797176211,1.368526804555e-45,2.1242804130406e-44,92.7115102394976
"NCAPG2",1.13545702226417,9.24365630434783,15.8727835270309,1.41434233698016e-45,2.19335102398415e-44,92.6787148919081
"GLS2",-2.01786858534596,5.63506239130435,-15.8710782599336,1.43940948011685e-45,2.23014653157768e-44,92.6612183410166
"GPRC5C",-2.13976183723956,8.82153,-15.8646355838809,1.53818469603622e-45,2.37654534280805e-44,92.5951195043298
"UBASH3B",1.90985765729006,6.86550391304348,15.8624133823623,1.57380057743744e-45,2.42931740339137e-44,92.5723225748183
"SH2D2A",2.23293863456684,5.50220086956522,15.8540272018556,1.71578327115559e-45,2.64357718815083e-44,92.4862995531694
"ULK4",-1.57570091810972,6.43258673913043,-15.8505767560942,1.77785024762408e-45,2.73667235156935e-44,92.4509097381629
"AGTR1",-4.02925691260108,6.78634260869565,-15.8500263053561,1.78795703655278e-45,2.74968623736028e-44,92.4452641979276
"DMXL1",-1.046596727959,9.82400239130435,-15.8475723422682,1.83371644922685e-45,2.81226190922902e-44,92.4200965271875
"NXPH3",-2.39556970237945,6.84750695652174,-15.84386265923,1.90512044736847e-45,2.91907958049828e-44,92.3820524490516
"CMTM7",1.78476698375457,8.53305782608696,15.8286038641422,2.22920659977973e-45,3.41251129901884e-44,92.2255957247968
"DGCR5",2.52959016602486,4.16628260869565,15.8246484805751,2.32184518991958e-45,3.55105734928878e-44,92.1850462545884
"PTTG3P",1.19849874525006,1.30461065217391,15.8170355846494,2.5110993239582e-45,3.83697821401877e-44,92.1070093998585
"MAG",-2.94258805947313,2.89632782608696,-15.8022084816632,2.92502372844432e-45,4.4571790147723e-44,91.9550542778177
"GRM6",1.74218745250058,2.22574043478261,15.7988888463675,3.02665621067314e-45,4.60782793646853e-44,91.9210388608278
"PLOD3",1.07797570579685,10.3323526086957,15.7876242227694,3.39853719422563e-45,5.15982289342286e-44,91.8056290313706
"ATP1B3",1.06588517507843,10.7223713043478,15.7866445017788,3.43296050052222e-45,5.20733479751046e-44,91.7955926151388
"NUDCD1",1.0141801280253,9.22299347826087,15.7853561727267,3.47875731894566e-45,5.2719965197865e-44,91.7823950502928
"DEPDC1B",1.94089007166358,6.31152565217391,15.7838283849252,3.53385733106485e-45,5.35062656860047e-44,91.7667448983941
"HRASLS",3.01715500752342,4.52658913043478,15.7754584868683,3.85154801458216e-45,5.82104986036758e-44,91.6810144130836
"LOC283174",-2.60445368901585,5.3955852173913,-15.7739085694695,3.91343197065338e-45,5.90385385237282e-44,91.6651405316931
"UEVLD",-1.05857658055138,8.43156326086956,-15.7707345166194,4.04327796947323e-45,6.08870094226557e-44,91.6326340919913
"ITGB5",-1.32725954961618,12.0801073913043,-15.7697419049465,4.08476039124418e-45,6.14560695391529e-44,91.6224688534185
"TTC30A",-1.21755721863763,8.5905297826087,-15.7642466275308,4.32222062036429e-45,6.49113277282146e-44,91.5661957013229
"PTX3",3.02126052128231,4.96820630434783,15.7609358449833,4.47188616761865e-45,6.70984543094448e-44,91.5322951958014
"CAPN9",-3.43279789344829,5.41079,-15.7545445494729,4.77559579282907e-45,7.15391301150079e-44,91.466858014102
"TTC12",-1.45325165642295,7.98870413043478,-15.7485339619726,5.07997359564145e-45,7.59485719959333e-44,91.4053259291539
"UBE2T",1.64274576776926,8.19275847826087,15.7475189621109,5.13325174332906e-45,7.66762199362618e-44,91.3949357801428
"RBKS",-1.198607497896,6.80709173913043,-15.7424583977621,5.40732397435745e-45,8.06976420926529e-44,91.3431357855077
"SIX3",3.38552576317872,2.69657847826087,15.7405355998757,5.51524743431173e-45,8.22345137159024e-44,91.3234553090009
"POLQ",1.832865338808,6.66246608695652,15.7371986853705,5.70767112720706e-45,8.50274373829235e-44,91.2893025848629
"STK36",-1.07865530335876,9.063145,-15.7263433620215,6.38122478094807e-45,9.47221947858839e-44,91.1782152893893
"CCDC129",3.07430395042209,2.32781434782609,15.7250690367508,6.46532639009853e-45,9.58850544841707e-44,91.1651760656295
"GMNN",1.1823450970391,8.04921913043478,15.7194807800703,6.84739352637013e-45,1.01460933462866e-43,91.1079993306207
"WNK4",-4.2695763127694,7.63457304347826,-15.7178480152779,6.9632213676545e-45,1.02993780940241e-43,91.0912947072204
"C15orf41",1.1346641605672,6.60627652173913,15.7164316276332,7.06528239469081e-45,1.04317922846189e-43,91.0768042350123
"TROAP",2.13174494402083,7.1332847826087,15.7127021182219,7.34121964296637e-45,1.08296006080639e-43,91.0386510543404
"SHCBP1",1.70380664609422,7.29945043478261,15.7081576262794,7.69203535641034e-45,1.13370653968705e-43,90.992164217558
"ZNF441",-1.03650152763256,7.69660391304348,-15.6900046636655,9.26839814429402e-45,1.36362639364326e-43,90.8065130707524
"SPTLC2",-1.07040126240086,11.0653876086957,-15.6878109399164,9.47953339677033e-45,1.3934579127408e-43,90.7840821484053
"FAH",-1.33801716610136,9.81162326086957,-15.6875841863254,9.50162924589582e-45,1.39547317433104e-43,90.7817636369409
"PRR11",2.14525003952974,6.12854326086957,15.6840740817296,9.85030033156022e-45,1.44413213671508e-43,90.7458747904703
"PCDHB9",1.90724818035756,6.06391130434783,15.6770373654584,1.0588214641518e-44,1.54958567840686e-43,90.673935637521
"SLC19A2",-1.47100147917677,9.98423260869565,-15.6488049646715,1.41466991390043e-44,2.06311195156032e-43,90.3854030128873
"MTHFD2",1.07154501797966,10.769785,15.6444836265202,1.47880003134498e-44,2.15474890731878e-43,90.3412532740226
"LOC148696",-2.06825373492134,2.38222695652174,-15.6385292037892,1.57194600800129e-44,2.28646692072915e-43,90.2804249158867
"RAB11FIP3",-1.0803006911326,9.99808,-15.6296816432605,1.72127297335437e-44,2.50148316826347e-43,90.1900542936655
"CIB2",1.890120024993,5.97661065217391,15.6212214342362,1.87728472742347e-44,2.72583052917335e-43,90.1036547669691
"IFT140",-1.29656843487797,9.7227202173913,-15.6205657168251,1.88995015659347e-44,2.74182830041111e-43,90.096958878127
"TMEM26",-2.9280133788988,7.3399352173913,-15.620379580649,1.89356096376413e-44,2.74467373144906e-43,90.0950581555822
"GPR12",3.38105795567572,2.44585760869565,15.6181804560966,1.93674604065025e-44,2.80482629385728e-43,90.0726024029295
"GLS",1.21041236387749,10.3161643478261,15.6099918121403,2.10637463051487e-44,3.0451845223082e-43,89.9889948455859
"GLIPR2",1.64260567697841,9.1717252173913,15.6066184042712,2.18049593279486e-44,3.14687357516969e-43,89.95455564201
"HRASLS2",-2.73370155823623,4.70273173913044,-15.5882337531139,2.6326517751263e-44,3.78956103270775e-43,89.7669064796863
"ZNF124",1.12497995715489,6.49014195652174,15.5837141023353,2.75745169627629e-44,3.96577322610522e-43,89.7207855573364
"TUBA3D",-3.76298783504631,4.23450434782609,-15.5795873653396,2.8765519849008e-44,4.13349093512516e-43,89.6786777363958
"FLJ46111",-2.16183529876821,2.25315717391304,-15.5780746697312,2.92148376361829e-44,4.19443397986267e-43,89.6632435662014
"NHLRC4",-2.37890633750734,5.43521043478261,-15.5724560396255,3.09459443586006e-44,4.43593534187893e-43,89.6059202241061
"KIAA1407",-1.31713121317998,7.72990869565217,-15.5724424723487,3.09502459851048e-44,4.43593534187893e-43,89.6057818134583
"POLD1",1.03502678840122,8.60089173913043,15.5700718464978,3.17111108093925e-44,4.54107473208512e-43,89.5815977338596
"LOC645431",-1.87433784142206,4.51023630434783,-15.567673815096,3.24997667040427e-44,4.65000961268504e-43,89.557135232384
"KITLG",-2.0548044375303,10.1246947826087,-15.564684039936,3.35105063260619e-44,4.79050537169819e-43,89.5266379390776
"MFSD7",-2.07116015913903,7.52092826086957,-15.5554411694568,3.68379340068368e-44,5.26165855685635e-43,89.4323672191064
"CEACAM19",1.94594456912602,5.27656413043478,15.5545651313941,3.71699251927199e-44,5.30452448719434e-43,89.423433152247
"C20orf103",-2.69659693453369,7.64108,-15.5520359059319,3.81452743658485e-44,5.43905197470196e-43,89.3976403199599
"AIF1L",2.17441984137105,9.50274173913044,15.5478568411652,3.98131421681299e-44,5.67200929518563e-43,89.3550254126382
"ST8SIA6",-3.16061950473083,5.75486043478261,-15.5356217229996,4.51264764866911e-44,6.41798776699606e-43,89.2302814777054
"MARCO",3.74217811073425,4.13983413043478,15.5300504492214,4.77749745536166e-44,6.78886060266592e-43,89.173489313969
"GINS4",1.77314967228585,7.52832043478261,15.5295427823659,4.80238904660867e-44,6.81840902180617e-43,89.1683146008799
"SPTBN4",-2.41107088317055,5.34073652173913,-15.5220057290811,5.18753801766307e-44,7.35269443048667e-43,89.0914946528452
"PRAME",5.57326808038563,4.75218282608696,15.5175962769051,5.42700260373151e-44,7.68555943200786e-43,89.0465575605573
"IQGAP3",2.06614280431513,8.85436630434783,15.5143971336147,5.60761553414525e-44,7.93208629178285e-43,89.0139573200472
"SFRP1",3.7760087730484,10.3488565217391,15.5143448544472,5.61061632537765e-44,7.93208629178285e-43,89.0134245968974
"CTU2",1.01607607304073,7.39366239130435,15.5060831825122,6.10554412232118e-44,8.61715472395457e-43,88.9292454548109
"MKI67",1.93612194792279,10.4579676086957,15.4983273670265,6.60974594101269e-44,9.3208620727501e-43,88.8502333049005
"PER2",-1.03290958149499,9.48392,-15.4963058164549,6.74785882257214e-44,9.5075673842168e-43,88.8296408491471
"CHN2",-2.00554614266406,6.51094043478261,-15.4957384342583,6.78713760063507e-44,9.55481976942196e-43,88.8238613810348
"ZNF763",-1.14615525490297,6.38492804347826,-15.4911577620377,7.11272184444805e-44,9.98782206680299e-43,88.7772041701296
"RAD51",1.57898575144731,7.012515,15.4830287845406,7.72935817697459e-44,1.08354271326754e-42,88.6944157495537
"C10orf93",-2.66428958455537,2.94120282608696,-15.4792375139259,8.0349217820166e-44,1.1244835866506e-42,88.6558087565586
"ZNF286A",1.00549157379307,8.46224413043478,15.476990837041,8.22165503221485e-44,1.14964991374836e-42,88.6329319608891
"LOC100188947",-2.3642980107623,2.98993934782609,-15.4753608646967,8.35983594573313e-44,1.16799051332493e-42,88.616335414954
"CCDC74A",-2.65552690826555,8.25901130434783,-15.470521288495,8.78391909476296e-44,1.22621152463805e-42,88.5670615927965
"PFDN2",1.16667153094796,9.63192652173913,15.4619861476675,9.58482824072073e-44,1.33577505800329e-42,88.4801734530314
"TAP2",1.49839513656883,10.2216154347826,15.4607159365834,9.71009586778265e-44,1.3521003785766e-42,88.4672439355855
"FOXL1",1.85167160235649,4.79335130434783,15.458968150597,9.88513696236895e-44,1.37532340346003e-42,88.4494537162075
"RPS2P32",1.57918846497157,2.6534797826087,15.4524745702384,1.05635066819006e-43,1.46725167935581e-42,88.3833629574469
"RGS11",-2.43425857029917,6.25141217391304,-15.4417753780089,1.17840435945726e-43,1.63405404511407e-42,88.2744872031512
"LDHD",-2.34809780163731,6.11700282608696,-15.441623270997,1.18023737553052e-43,1.63523313312471e-42,88.2729395231413
"PROM1",4.36811460559539,8.28406826086957,15.4315572618399,1.30808478379196e-43,1.80785139553972e-42,88.170529197022
"CTSO",-1.02619705949862,10.0288245652174,-15.4310019346785,1.31552715927918e-43,1.81662837596726e-42,88.1648799834537
"MSN",1.14399599347123,12.802592826087,15.4220975717407,1.44080008013739e-43,1.98632256284062e-42,88.0743067874664
"CBS",2.88627397413993,7.39287913043478,15.4172313729434,1.51422166105297e-43,2.08409002811591e-42,88.0248159133139
"PPP1R14B",1.23285375787407,10.1523436956522,15.4166574765459,1.52312320042885e-43,2.0946090954658e-42,88.0189795216657
"C12orf48",1.23222992782638,6.87538065217391,15.4160344155797,1.53284645430834e-43,2.10623988436754e-42,88.0126432160975
"TFDP1",1.02617673611997,10.8290217391304,15.4079415885898,1.66491344101367e-43,2.28205598504674e-42,87.9303494827766
"MID1",2.01562580398359,7.59556130434783,15.4010520436819,1.78625427920808e-43,2.44434796102159e-42,87.8603024386466
"MCF2L2",1.79753365382164,2.45654413043478,15.3834354794563,2.13818045644689e-43,2.92112666627883e-42,87.681237636155
"NECAB3",-1.35038283389866,9.14436543478261,-15.3825089697372,2.1584955567935e-43,2.94404639877409e-42,87.6718218760602
"RCCD1",1.05924184540053,7.42637826086957,15.3592216286769,2.73746162566846e-43,3.72151645842509e-42,87.4352213221085
"FOLH1",2.11297317589453,6.0815947826087,15.3579979418401,2.77184791944358e-43,3.76518770445235e-42,87.4227917836114
"GDF15",-2.906513330443,7.06118130434783,-15.3568905576224,2.80333745095662e-43,3.80485605089056e-42,87.4115438575291
"EPHB3",1.87357098263244,10.245842173913,15.334484057543,3.52304061628632e-43,4.75839252069841e-42,87.1840125845646
"ATP11A",1.31392551069854,9.15441217391304,15.3301648767751,3.68165246982887e-43,4.96858857242112e-42,87.140164917555
"TRDMT1",1.14743217974549,6.64960782608696,15.3179569452141,4.16955541716263e-43,5.62247991422903e-42,87.0162534396439
"GSTM3",-2.49944632628601,10.413105,-15.3149951701363,4.29734346615179e-43,5.79010488070978e-42,86.9861960011694
"SEPT3",2.63056091912985,7.52919695652174,15.3054577388823,4.73600442413683e-43,6.37598006615184e-42,86.8894186157332
"LYPD5",1.69688108438959,6.29685347826087,15.3047196690793,4.77175787574213e-43,6.41892086114382e-42,86.8819301536044
"COL9A3",3.24988677666983,5.21709391304348,15.3014684878561,4.93248508606644e-43,6.62976993797621e-42,86.8489450380778
"FAM110B",-1.9539859095662,8.52983369565217,-15.2961245408077,5.20849344946267e-43,6.98946217734345e-42,86.794732546262
"TMEFF1",1.48427783530133,5.94541434782609,15.2865838588081,5.74013344077587e-43,7.6966817449243e-42,86.6979609397082
"TCEAL3",-1.61927129121931,9.44312652173913,-15.2820353450314,6.01232653858672e-43,8.05516212577158e-42,86.6518320588477
"TGM1",2.17037782765042,3.75859347826087,15.2783842546896,6.24010579654111e-43,8.35360904701883e-42,86.6148076591333
"FEN1",1.08540336895259,9.45056195652174,15.2742886903207,6.50587724010214e-43,8.69540540363852e-42,86.5732794400986
"PIH1D2",-1.589851681926,5.04377195652174,-15.2737715841323,6.54022692901679e-43,8.73429984741889e-42,86.5680363430437
"DUSP5",-1.56885150595497,9.79407565217391,-15.2712210080214,6.71231965494053e-43,8.95693657243066e-42,86.5421761229597
"GPT2",1.79078134707098,9.42694391304348,15.2674382711794,6.97590426920358e-43,9.30120569227144e-42,86.503825655886
"RAB17",-2.13292467419858,8.30983434782609,-15.2658589276499,7.08898790972161e-43,9.44441623841213e-42,86.487814738169
"TRPM8",2.81459892887202,1.83731695652174,15.2626493533002,7.32446637876326e-43,9.75032964340965e-42,86.4552786902073
"CDH3",3.0237175588483,9.52306434782609,15.2581358244352,7.66887775178801e-43,1.02006495435454e-41,86.4095279994711
"C19orf21",-3.33568604728267,8.4496852173913,-15.2566475649287,7.78594792689469e-43,1.03480969252019e-41,86.3944434565543
"LAMP3",2.69330211675297,7.0654302173913,15.231108952108,1.00968766757853e-42,1.33980883480915e-41,86.1356670660115
"SMOC1",3.46739693198339,5.58568108695652,15.2263700510222,1.05955951694926e-42,1.40486616430563e-41,86.0876646276402
"C7orf61",1.59529165285252,2.12204565217391,15.2253659070346,1.07043865870604e-42,1.41816077076979e-41,86.0774938372679
"BMP4",-2.35421356762134,7.17370739130435,-15.223935462416,1.08612922132609e-42,1.43780351971887e-41,86.0630055072246
"ATP1A4",-3.10277159470559,3.45767608695652,-15.2183325943142,1.1498287402689e-42,1.5209181429312e-41,86.0062608935561
"KIAA1244",-2.07237621840811,9.80216152173913,-15.2177174041787,1.15704617775488e-42,1.52924927703266e-41,86.0000308026893
"MUM1L1",-3.29414165412768,5.96958434782609,-15.217584856631,1.15860714132489e-42,1.53009705013065e-41,85.9986884915354
"PIGQ",-1.09279863303666,10.0466095652174,-15.2162276055515,1.17471242042119e-42,1.54890766052366e-41,85.9849438097326
"PLEKHF2",-1.25998062278443,10.5706291304348,-15.2108388552333,1.24089056436466e-42,1.63487086231416e-41,85.9303767178932
"MRAS",1.64890339445565,9.37416304347826,15.2035933587285,1.33577186690001e-42,1.75848448300761e-41,85.8570180607805
"FAM57A",1.15073007319375,7.91645369565217,15.1806617409614,1.68645324536151e-42,2.21488413597596e-41,85.6249179596722
"NCOA7",1.55135186809825,9.66346586956522,15.1768538751444,1.7529965146647e-42,2.3004623031562e-41,85.5863882646173
